comp_code,comp_name,open,low,high,lastDone,vol,buyval,sellVal,chg,uppricesum,downpricesum,upcnt,downcnt,unchgcnt
AJI,AJINOMOTO (M) BHD,17.652786885246,17.575737704918,17.685573770492,17.923606557377,186,42.508196721311,32.16393442623,0.017704918033,19.22,2.7,17,32,12
AJIYA,AJIYA BHD,0.485327868852,0.481639344262,0.490491803279,0.537950819672,1028.01639344262,466.606557377049,202.049180327869,0.003278688525,3.39,0.18,23,19,19
AJIYA-WA,AJIYA BERHAD - WARRANTS 2016/2021,0.064590163934,0.063606557377,0.065983606557,0.092950819672,833.704918032787,884.114754098361,979.475409836066,0.000573770492,1.76,0.03,29,4,28
ALAM,ALAM MARITIM RESOURCES BHD,0.117950819672,0.113114754098,0.123032786885,0.118032786885,98842.5081967213,20568.0655737705,19253.3770491803,0.002049180328,0.145,0.14,20,22,19
ALAQAR,AL-AQAR HEALTHCARE REIT,1.315737704918,1.30868852459,1.323278688525,1.382459016393,2066.39344262295,1301.19672131147,572.44262295082,0.004262295082,4.35,0.28,21,14,26
ALCOM,ALCOM GROUP BERHAD,0.485,0.48106557377,0.492213114754,0.530901639344,554.950819672131,216.754098360656,244.590163934426,0.004508196721,2.985,0.185,27,14,20
ALLIANZ,ALLIANZ MALAYSIA BHD,13.847213114754,13.750491803279,13.899016393443,14.044918032787,439.44262295082,110.540983606557,109.967213114754,0.004590163934,15.86,3.8,15,32,14
ALLIANZ-PA,ALLIANZ MALAYSIA BHD-ICPS,0.93606557377,0.932786885246,0.940983606557,14.301639344262,3.131147540984,17.55737704918,1.377049180328,0.02262295082,815.5,0.2,59,1,1
ALSREIT,AL-SALAM REAL ESTATE INVESTMENT TRUST,0.821475409836,0.817704918033,0.827213114754,0.866393442623,503.049180327869,307.032786885246,232.245901639344,0.003114754098,2.88,0.14,25,15,21
AMBANK,AMMB HOLDINGS BHD,4.475737704918,4.432950819672,4.511147540984,4.473278688525,26613.0163934426,2569.70491803279,3763.11475409836,0.007868852459,0.99,1.14,29,26,6
AMEDIA,ASIA MEDIA GROUP BERHAD,0.122213114754,0.12,0.125819672131,0.145081967213,10414.8852459016,3006.80327868853,3828.83606557377,0.000737704918,1.475,0.08,24,12,25
AMFIRST,AMFIRST REITS,0.53,0.525901639344,0.532213114754,0.529016393443,3551.39344262295,1435.39344262295,1445.88524590164,0.000655737705,0.065,0.125,9,19,33
AMPROP,AMCORP PROPERTIES BERHAD,0.539344262295,0.537131147541,0.545327868852,0.541721311475,853.295081967213,323.72131147541,225.786885245902,0.001885245902,0.22,0.075,26,12,23
AMPROP-PA,AMCORP PROPERTIES BERHAD - PREFERENCE SHARES A,0.255983606557,0.255163934426,0.260491803279,0.26393442623,523.44262295082,388.098360655738,272.229508196721,0.00131147541,0.49,0.005,23,1,37
AMPROP-PB,AMCORP PROPERTIES BERHAD - PREFERENCE SHARES B,0.01237704918,0.01237704918,0.01368852459,0.564836065574,0.540983606557,93.426229508197,11.55737704918,-0.004836065574,33.7,0,60,0,1
AMTEK,AMTEK HOLDINGS BHD,0.141111111111,0.126111111111,0.149444444444,0.2325,798.722222222222,342.777777777778,141.944444444444,0.025277777778,1.86,0.215,13,2,3
AMTEL,AMTEL HOLDINGS BHD,0.184262295082,0.183770491803,0.184344262295,0.659098360656,71.639344262295,235.327868852459,15.803278688525,0,28.995,0.03,45,3,13
AMVERTON,AMVERTON BERHAD,0.955737704918,0.950081967213,0.968524590164,1.141967213115,1249.47540983607,258.540983606557,165.426229508197,0.008360655738,11.55,0.19,26,10,25
AMWAY,AMWAY (M) HOLDINGS BHD,5.975573770492,5.927540983607,6.003442622951,6.057213114754,238.754098360656,23.032786885246,207.803278688525,0.02,6.93,1.95,17,25,19
ANALABS,ANALABS RESOURCES BHD,0.403770491803,0.40262295082,0.405573770492,1.128360655738,42.83606557377,167.590163934426,82.688524590164,0.003606557377,44.24,0.04,40,3,18
ANCOM,ANCOM BHD,0.455901639344,0.450491803279,0.46,0.472295081967,1525.96721311475,491.852459016393,336.180327868852,0.002131147541,1.135,0.135,24,17,20
ANNJOO,ANN JOO RESOURCES BHD,1.62393442623,1.592786885246,1.654754098361,1.62262295082,14573.2295081967,416.098360655738,515.27868852459,0.012131147541,0.97,1.05,23,26,12
ANNJOO-PA,ANN JOO RESOURCES BERHAD-REDEEMABLE CONVERTIBLE CUMULATIVE PREFERENCE SHARES 2016/2024,0.150983606557,0.150409836066,0.153278688525,0.528114754098,27.819672131148,95,59.770491803279,0.004098360656,23.04,0.035,47,3,11
ANZO,ANZO HOLDINGS BERHAD,0.037540983607,0.036229508197,0.040245901639,0.039344262295,13966.7049180328,148628.459016393,75275.2950819672,0.001147540984,0.145,0.035,21,7,33
ANZO-WA,ANZO HOLDINGS BERHAD-WARRANTS 2009/2019,0.000163934426,0.000163934426,0.000163934426,0.005,40.983606557377,0,38131.2131147541,0,0.295,0,59,0,2
ANZO-WB,ANZO HOLDINGS BERHAD-WARRANTS 2013/2023,0.004508196721,0.004508196721,0.004836065574,0.023852459016,255.27868852459,14574.0983606557,758.524590163934,-8.1967213E-05,1.18,0,52,0,9
ANZO-WC,ANZO HOLDINGS BERHAD - WARRANTS 2017/2020,0.00106557377,0.000983606557,0.001229508197,0.005081967213,1983.4262295082,1567.90163934426,33236.5737704918,0,0.25,0.005,50,1,10
APB,APB RESOURCES BHD,0.158196721311,0.155819672131,0.159836065574,0.643524590164,29.131147540984,96.131147540984,45.475409836066,0.000983606557,29.73,0.125,48,4,9
APEX,APEX EQUITY HOLDINGS BHD,0.527459016393,0.525,0.530327868852,1.007950819672,66.049180327869,70.803278688525,65.016393442623,0.003606557377,29.41,0.1,34,7,20
APFT,APFT BERHAD,0.018032786885,0.016721311475,0.018852459016,0.018032786885,48357.8524590164,319045.672131148,178700.06557377,0.001229508197,0.07,0.07,9,13,39
APM,APM AUTOMOTIVE HOLDINGS BHD,2.615081967213,2.601639344262,2.622786885246,3.004426229508,130.016393442623,111.27868852459,40.590163934426,0.01,24.47,0.72,17,11,33
APOLLO,APOLLO FOOD HOLDINGS BHD,3.051967213115,3.039344262295,3.061147540984,3.872295081967,72.327868852459,33,42.27868852459,0.007868852459,50.61,0.57,26,17,18
ARANK,A-RANK BHD,0.460901639344,0.45868852459,0.463114754098,0.520573770492,626.819672131148,341.147540983607,233.262295081967,0.00237704918,3.74,0.1,21,14,26
ARK,ARK RESOURCES HOLDINGS BERHAD,0.081803278689,0.078770491803,0.083360655738,0.36868852459,13.704918032787,43.229508196721,144.540983606557,0.004426229508,17.645,0.145,50,3,8
ARK-WB,ARK RESOURCES HOLDINGS BERHAD - WARRANTS B 2011/2021,0,0,0,0.09,0,1163.6393442623,55.032786885246,0,5.49,0,61,0,0
ARMADA,BUMI ARMADA BERHAD,0.196393442623,0.190245901639,0.204836065574,0.196229508197,1063397.62295082,230994.213114754,129987.475409836,0.002213114754,0.215,0.225,18,27,16
ARREIT,AMANAHRAYA REITS,0.820983606557,0.816229508197,0.823196721311,0.84737704918,445.803278688525,255.377049180328,332.491803278689,0.001475409836,1.775,0.165,11,23,27
ASB,ADVANCE SYNERGY BHD,0.138442622951,0.135245901639,0.142295081967,0.138442622951,24428.868852459,13761.5081967213,9065.96721311475,0.001885245902,0.09,0.09,16,15,30
ASIABRN,ASIA BRANDS BERHAD,0.195327868852,0.193032786885,0.205901639344,0.490081967213,116.377049180328,56.426229508197,47.229508196721,0.006557377049,17.98,0,49,0,12
ASIAFLE,ASIA FILE CORPORATION BHD,2.219016393443,2.208360655738,2.229344262295,2.506557377049,129.55737704918,33.540983606557,43.72131147541,0.006557377049,18,0.46,21,18,22
ASIAPAC,ASIAN PAC HOLDINGS BHD,0.128032786885,0.125409836066,0.13131147541,0.128278688525,32571.1147540984,11590.1803278689,8483.37704918033,0.001229508197,0.11,0.095,15,15,31
ASIAPAC-WB,ASIAN PAC HOLDINGS BERHAD - WARRANTS B 2017/2022,0.017786885246,0.017459016393,0.020163934426,0.05606557377,579.688524590164,974.065573770492,813.524590163934,0.000655737705,2.34,0.005,50,1,10
ASTINO,ASTINO BHD,0.588196721311,0.584836065574,0.593032786885,0.665327868852,628.688524590164,233.704918032787,190.360655737705,0.004262295082,4.865,0.16,25,16,20
ASTRO,ASTRO MALAYSIA HOLDINGS BERHAD,1.515245901639,1.492786885246,1.53393442623,1.511147540984,21463.1803278689,2433.34426229508,933.55737704918,0.004754098361,0.44,0.69,25,23,13
ATAIMS,ATA IMS BERHAD,1.755573770492,1.73606557377,1.766393442623,1.750491803279,5544.11475409836,582.590163934426,840.934426229508,0.007704918033,0.39,0.7,19,25,17
ATLAN,ATLAN HOLDINGS BHD,3.443278688525,3.436393442623,3.457868852459,4.46131147541,51.934426229508,10.131147540984,40.196721311475,0.002459016393,62.2,0.1,35,7,19
ATRIUM,ATRIUM REITS,1.140655737705,1.135737704918,1.14393442623,1.13868852459,638.426229508197,789.131147540984,468.098360655738,0.002459016393,0.12,0.24,10,24,27
ATTA,ATTA GLOBAL GROUP BERHAD,0.461803278689,0.456393442623,0.469016393443,0.611721311475,371.016393442623,122.409836065574,110.622950819672,0.006803278689,9.34,0.195,30,14,17
ATTA-PA,ATTA GLOBAL GROUP BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2017/2022,0.064590163934,0.062868852459,0.065491803279,0.119426229508,675.262295081967,1164.19672131147,742.901639344262,0.001967213115,3.39,0.045,35,5,21
ATTA-WB,ATTA GLOBAL GROUP BERHAD-WARRANTS 12/22,0.023360655738,0.023114754098,0.023852459016,0.090163934426,71.655737704918,441.508196721311,345.737704918033,0.001229508197,4.09,0.015,47,2,12
ATTA-WC,ATTA GLOBAL GROUP BERHAD - WARRANTS  C  2014/2024,0.012213114754,0.011803278689,0.01262295082,0.09106557377,28.180327868852,438.901639344262,106.213114754098,0.000737704918,4.835,0.025,54,1,6
ATURMJU,ATURMAJU RESOURCES BHD,0.360531914894,0.346382978723,0.374893617021,0.363404255319,49497.8085106383,1759.21276595745,1332.1914893617,0.016276595745,0.44,0.305,20,22,5
ATURMJU-PA,ATURMAJU RESOURCES BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2019/2024,0.153617021277,0.146382978723,0.162978723404,0.155957446809,57352.5531914894,6341.68085106383,5600.14893617021,0.008723404255,0.305,0.195,20,20,7
AVI,AVILLION BERHAD,0.166229508197,0.160491803279,0.171639344262,0.173606557377,22059.4590163934,4143.91803278689,2350.06557377049,0.00237704918,0.62,0.17,22,20,19
AWC,AWC BERHAD,0.760737704918,0.750819672131,0.769262295082,0.759508196721,11666.131147541,1248.6393442623,606.213114754098,0.002950819672,0.24,0.315,25,27,9
AWC-WA,AWC BERHAD - WARRANTS 2018/2023,0.239344262295,0.234098360656,0.246557377049,0.245081967213,5214.40983606557,768.360655737705,758.311475409836,0.003196721311,0.515,0.165,30,17,14
AXIATA,AXIATA GROUP BERHAD,4.092295081967,4.054918032787,4.150983606557,4.176393442623,44811.5245901639,5198.68852459016,3471.13114754098,0.023278688525,6.01,0.88,38,19,4
AXREIT,AXIS REITS,1.772459016393,1.755573770492,1.78606557377,1.768852459016,13877.2295081967,1250.49180327869,11433.4262295082,0.003442622951,0.29,0.51,16,29,16
AYER,AYER HOLDINGS BERHAD,1.095737704918,1.094098360656,1.099016393443,4.474918032787,6,9.245901639344,10.901639344262,0.021967213115,206.23,0.1,47,2,12
AYS,AYS VENTURES BHD,0.332459016393,0.329262295082,0.33762295082,0.340901639344,2464.45901639344,945.868852459016,800.524590163934,0.00237704918,0.55,0.035,32,6,23
AZRB,AHMAD ZAKI RESOURCES BHD,0.482868852459,0.470409836066,0.495901639344,0.481721311475,67885.8852459016,1600.47540983607,2142.86885245902,0.00393442623,0.38,0.45,23,31,7
AZRB-WA,AHMAD ZAKI RESOURCES BERHAD- WA 14/24,0.242540983607,0.234918032787,0.252540983607,0.243770491803,6553.75409836066,707.262295081967,594.688524590164,0.002704918033,0.355,0.28,22,23,16
BARAKAH,BARAKAH OFFSHORE PETROLEUM BHD,0.099918032787,0.094262295082,0.104098360656,0.098442622951,268407.114754098,100809.524590164,69586.4426229508,0.002131147541,0.09,0.18,12,26,23
BAT,BRITISH AMERICAN TOBACCO (M),35.060655737705,34.680655737705,35.438360655738,35.05737704918,2434.7868852459,91.114754098361,121.049180327869,0.145901639344,11.66,11.86,26,34,1
BAUTO,BERMAZ AUTO BERHAD,2.310163934426,2.282950819672,2.334426229508,2.305409836066,30543.6557377049,989.360655737705,5267.96721311475,0.008852459016,0.54,0.83,18,33,10
BCB,BCB BHD,0.206721311475,0.20393442623,0.210655737705,0.273442622951,1457.3606557377,512.770491803279,399.704918032787,0.001885245902,4.145,0.075,34,9,18
BDB,BINA DARULAMAN BHD,0.391557377049,0.383606557377,0.399180327869,0.391147540984,5168.01639344262,459.393442622951,313.606557377049,0.006147540984,0.225,0.25,20,25,16
BENALEC,BENALEC HOLDINGS BERHAD,0.19606557377,0.191885245902,0.200983606557,0.197540983607,18320.9344262295,3990.52459016394,2950.01639344262,0.001967213115,0.16,0.07,22,12,27
BERTAM,BERTAM ALLIANCE BHD,0.07631147541,0.07606557377,0.076639344262,0.267295081967,1742.95081967213,368.065573770492,656.081967213115,0.000573770492,11.655,0.005,44,1,16
BHIC,BOUSTEAD HEAVY INDUSTRIES CORP,0.965245901639,0.953770491803,0.97393442623,1.28131147541,164.55737704918,53.311475409836,106.27868852459,0.006885245902,19.64,0.36,26,13,22
BIG,B.I.G. INDUSTRIES BHD,0.405409836066,0.396639344262,0.42262295082,0.407950819672,2587.68852459016,215.16393442623,180.147540983607,0.006803278689,0.475,0.32,24,24,13
BIMB,BIMB HOLDINGS BHD,4.413770491803,4.376557377049,4.456393442623,4.409016393443,12011.262295082,550.540983606557,3947.14754098361,0.016885245902,0.97,1.26,23,31,7
BIMB-WA,BIMB HOLDINGS BERHAD-WA 13/23,0.293524590164,0.283114754098,0.302704918033,0.294180327869,14928.5901639344,787.83606557377,1315.44262295082,0.003852459016,0.345,0.305,26,24,11
BINTAI,BINTAI KINDEN CORPORATION BHD,0.121639344262,0.120081967213,0.123524590164,0.132950819672,2791.54098360656,2562.75409836066,2672.14754098361,0.000901639344,0.715,0.025,18,5,38
BINTAI-WA,BINTAI KINDEN CORPORATION BERHAD - WARRANTS  A  2015/2020,0.018852459016,0.018278688525,0.019590163934,0.044098360656,440.262295081967,1321.18032786885,1631.98360655738,0.000737704918,1.555,0.015,41,3,17
BIOOSMO,BIO OSMO BHD,0.058552631579,0.056184210526,0.061973684211,0.059868421053,147549.5,98833.8421052632,75620.7894736842,0.001578947368,0.075,0.025,15,4,19
BIPORT,BINTULU PORT HOLDINGS BHD,3.897049180328,3.88737704918,3.926393442623,4.785573770492,136.786885245902,28.852459016393,138.803278688525,0.015737704918,54.47,0.27,28,8,25
BJASSET,BERJAYA ASSETS BERHAD,0.301803278689,0.297786885246,0.304508196721,0.307950819672,2752.68852459016,527.803278688525,758.540983606557,0.002131147541,0.45,0.075,23,8,30
BJASSET-WB,BERJAYA ASSETS BERHAD - WARRANTS B 2018/2023,0.043442622951,0.042459016393,0.044098360656,0.059508196721,880.311475409836,2299.40983606557,1788.04918032787,0.000573770492,1.03,0.05,21,9,31
BJCORP,BERJAYA CORPORATION BHD,0.269262295082,0.265,0.27237704918,0.269180327869,152448.098360656,115315.819672131,61477.4098360656,0.000901639344,0.095,0.1,19,19,23
BJCORP-WB,BERJAYA COR BHD-WARRANTS 12/22,0.038852459016,0.038032786885,0.039918032787,0.045,4046.73770491803,8706.22950819672,9210.52459016393,0.000737704918,0.4,0.025,16,5,40
BJCORP-WC,BERJAYA CORPORATION BERHAD-WARRANTS C 2016/2026,0.058360655738,0.057868852459,0.059590163934,0.071229508197,4283.73770491803,8335.59016393443,7718.73770491803,0.000409836066,0.8,0.015,23,3,35
BJFOOD,BERJAYA FOOD BERHAD,1.634426229508,1.616557377049,1.656885245902,1.639344262295,3802.95081967213,159.72131147541,228.524590163934,0.010491803279,0.89,0.59,26,23,12
BJLAND,BERJAYA LAND BHD,0.245819672131,0.241147540984,0.249508196721,0.245,33307.4098360656,5915.16393442623,5759.24590163934,0.000573770492,0.095,0.145,15,24,22
BJMEDIA,BERJAYA MEDIA BHD,0.078278688525,0.075245901639,0.087295081967,0.167868852459,113.327868852459,99,161.262295081967,0.002131147541,5.55,0.085,41,4,16
BJTOTO,BERJAYA SPORTS TOTO BHD,2.472131147541,2.446721311475,2.495901639344,2.473442622951,11446.7213114754,1254.40983606557,465.55737704918,0.011475409836,0.81,0.73,26,30,5
BKAWAN,BATU KAWAN BHD,15.577049180328,15.535081967213,15.616393442623,16.961639344262,92.27868852459,33.196721311475,24.852459016393,0.042950819672,86.1,1.64,18,20,23
BLDPLNT,BLD PLANTATION BHD,1.562950819672,1.562950819672,1.562950819672,6.869344262295,5.475409836066,42.803278688525,51.606557377049,0.009344262295,323.69,0,47,0,14
BOILERM,BOILERMECH HOLDINGS BHD,0.529180327869,0.525245901639,0.535409836066,0.55868852459,698.295081967213,216.737704918033,151.426229508197,0.003770491803,1.95,0.15,25,16,20
BONIA,BONIA CORPORATION BHD,0.261885245902,0.258278688525,0.26606557377,0.262295081967,5147.31147540984,2089.39344262295,870.786885245902,0.00237704918,0.15,0.125,18,16,27
BORNOIL,BORNEO OIL BHD,0.043278688525,0.040819672131,0.045819672131,0.044262295082,70644.868852459,967630.442622951,280244,0.001147540984,0.095,0.035,19,6,36
BORNOIL-WC,BORNEO OIL BERHAD - WARRANTS C 2015/2025,0.012459016393,0.012213114754,0.014918032787,0.019590163934,4889.03278688525,21743.0655737705,65112.8852459016,0.000327868852,0.44,0.005,42,1,18
BORNOIL-WD,BORNEO OIL BERHAD - WARRANTS D 2017/2027,0.014180327869,0.013770491803,0.016967213115,0.02131147541,3661.5737704918,61998.1639344262,19539.0655737705,0.000491803279,0.445,0.01,44,2,15
BOXPAK,BOX-PAK (MALAYSIA) BHD,0.389508196721,0.383770491803,0.392459016393,1.116721311475,30.639344262295,66.229508196721,51.409836065574,0.005901639344,44.7,0.34,43,6,12
BOXPAK-WA,BOX-PAK (MALAYSIA) BERHAD - WARRANTS 2017/2022,0.001639344262,0.001639344262,0.001639344262,0.170081967213,0.622950819672,159.672131147541,331.72131147541,-0.001229508197,10.275,0,60,0,1
BPLANT,BOUSTEAD PLANTATIONS BHD,0.803852459016,0.790409836066,0.811639344262,0.797540983607,5904.47540983607,804.901639344262,357.770491803279,0.006393442623,0.16,0.545,13,35,13
BPPLAS,BP PLASTICS HOLDING BHD,1.029180327869,1.022131147541,1.03868852459,1.083606557377,1021.3606557377,279.426229508197,778.196721311475,0.005409836066,3.58,0.26,22,16,23
BPURI,BINA PURI HOLDINGS BHD,0.191803278689,0.187540983607,0.196967213115,0.191967213115,64395.6393442623,19080.9180327869,14580.131147541,0.001475409836,0.145,0.135,16,20,25
BRAHIMS,BRAHIMS HOLDINGS BERHAD,0.135573770492,0.128442622951,0.14131147541,0.135081967213,31470.4590163934,4130.32786885246,3682.24590163934,0.004180327869,0.19,0.22,17,28,16
BREM,BREM HOLDINGS BHD,0.69868852459,0.695983606557,0.703032786885,0.762950819672,989.229508196721,825.55737704918,505.147540983607,0.003278688525,4.025,0.105,21,13,27
BRIGHT,BRIGHT PACKAGING INDUSTRY BHD,0.155163934426,0.153770491803,0.159016393443,0.196803278689,654.918032786885,528.655737704918,631.639344262295,0.001393442623,2.56,0.02,35,4,22
BSLCORP,BSL CORPORATION BERHAD,0.222213114754,0.217213114754,0.229754098361,0.340245901639,307.83606557377,187.213114754098,112.114754098361,0.006557377049,7.325,0.125,37,11,13
BSTEAD,BOUSTEAD HOLDINGS BHD,1.29737704918,1.278852459016,1.310327868852,1.289180327869,3276.29508196721,378.688524590164,641.327868852459,0.006557377049,0.26,0.76,12,34,15
BTM,BTM RESOURCES BHD,0.102131147541,0.09893442623,0.105327868852,0.113770491803,843.901639344262,2142.16393442623,691.918032786885,0.001147540984,0.8,0.09,21,12,28
BTM-WA,BTM RESOURCES BHD-WARR 09/19,0.00262295082,0.002540983607,0.002950819672,0.008606557377,405.245901639344,3433.77049180328,6044.22950819672,0.000491803279,0.365,0,47,0,14
BTM-WB,BTM RESOURCES BERHAD-WARRANTS 14/24,0.001393442623,0.00131147541,0.001639344262,0.043442622951,61.409836065574,1187.70491803279,594.344262295082,-8.1967213E-05,2.57,0.005,60,1,0
BURSA,BURSA MALAYSIA BHD,6.811967213115,6.760163934426,6.840655737705,6.783770491803,7001.44262295082,242.508196721311,689.754098360656,0.004098360656,0.58,2.3,17,41,3
CAB,CAB CAKARAN CORPORATION BHD,0.596393442623,0.587459016393,0.604180327869,0.595163934426,6740.70491803279,714.065573770492,543.016393442623,0.003360655738,0.215,0.29,12,29,20
CAB-WA,CAB CAKARAN CORPORATION BERHAD - Warrants 2015/2020,0.225819672131,0.223360655738,0.229590163934,0.423770491803,236.704918032787,231.967213114754,110.327868852459,0.00131147541,12.2,0.125,38,11,12
CAELY,CAELY HOLDINGS BHD,0.62737704918,0.614180327869,0.642295081967,0.712213114754,1504.72131147541,160.688524590164,208.606557377049,0.003524590164,5.42,0.245,26,20,15
CAELY-WA,CAELY HOLDINGS BERHAD - WARRANTS 2018/2021,0.271147540984,0.266229508197,0.286721311475,0.425491803279,340.475409836066,122.44262295082,186.180327868852,0.003114754098,9.57,0.155,41,7,13
CAMRES,CAM RESOURCES BHD,0.084180327869,0.083606557377,0.085655737705,0.256885245902,182.049180327869,139.295081967213,187.83606557377,0.001557377049,10.555,0.02,46,3,12
CANONE,CAN-ONE BHD,3.041639344262,3.004262295082,3.08,3.038360655738,3726.06557377049,106.606557377049,94.55737704918,0.019344262295,1.28,1.48,23,34,4
CAP,CHINA AUTOMOBILE PARTS HLD LTD,0,0,0,0.01,0,0,0,0,0.61,0,61,0,0
CARIMIN,CARIMIN PETROLEUM BERHAD,0.854344262295,0.831557377049,0.879590163934,0.850901639344,126838.262295082,1058.90163934426,1043.03278688525,0.01106557377,0.63,0.84,23,34,4
CARING,CARING PHARMACY GROUP BERHAD,1.943278688525,1.937704918033,1.95606557377,1.952950819672,187.573770491803,54.704918032787,97.72131147541,0.002131147541,0.71,0.12,27,10,24
CARLSBG,CARLSBERG BREWERY MALAYSIA BHD,25.640983606557,25.329836065574,25.876721311475,25.633114754098,3023.73770491803,42.72131147541,248.311475409836,0.077704918033,8.84,9.32,25,34,2
CBIP,CB INDUSTRIAL PRODUCT HOLDING,1.079836065574,1.064426229508,1.091967213115,1.074918032787,2063.27868852459,277.426229508197,272.393442622951,0.005409836066,0.22,0.52,12,29,20
CBIP-WA,CB INDUSTRIAL PRODUCT HOLDING BERHAD-WA 14/19,0.007704918033,0.007295081967,0.008770491803,0.013278688525,1461.85245901639,8326.37704918033,4320.04918032787,0.000983606557,0.355,0.015,31,3,27
CCB,CYCLE & CARRIAGE BINTANG BHD,1.399180327869,1.387049180328,1.421639344262,1.535245901639,288.049180327869,78.081967213115,148.344262295082,0.003770491803,8.53,0.23,37,12,12
