user,post_date,post_time,post_text,favorite_count,crawl_timestamp
takdekete,2019-03-29,03:06:04,@NS_IeM @zarcon_360 @syahredzan I think u dont know what u talking about, can u even name one of the asset? Most Of... https://t.co/okH3IRkYnf,1,2019-03-30 23:35:31
pelhambluefund,2019-03-29,02:47:04,The 'TradeOfTheWeek' feature on our blog may be a bit of a misnomer. We have two recent trades to feature  througho... https://t.co/WQywnJUaeD,0,2019-03-30 23:35:31
pelhambluefund,2019-03-29,02:32:33,And so we made RM2,600 in 21 MINUTES (11.7% profits) from this bus company.  Look out for our next blog post exp... https://t.co/M4uXYn6wdn,4,2019-03-30 23:35:31
akiieh,2019-03-29,02:05:36,RT @pelhambluefund: A thread:A beginner's guide to trading stocks. We will start with the most basic of questions and also reply directly...,0,2019-03-30 23:35:31
faizvalensi,2019-03-29,02:05:32,RT @pelhambluefund: Truly Malaysia : Mahathir's son gets appointed as director and the stock shoots up 130%. #bursa #finance #saham,0,2019-03-30 23:35:31
pelhambluefund,2019-03-29,01:23:52,Truly Malaysia : Mahathir's son gets appointed as director and the stock shoots up 130%. #bursa #finance #saham,7,2019-03-30 23:35:31
pelhambluefund,2019-03-28,11:08:22,RT @pelhambluefund: TOOLS TO HELP WITH YOUR OWN TRADING JOURNEY on Bursa Malaysia (it sure helped us) : https://t.co/jKxEzPI7Hx#trade #...,0,2019-03-30 23:35:31
AndrianaArry,2019-03-28,09:54:10,RT @eLfathir_: ECONOMIC OF STUPIDITY | #SandiwaraUno#Sandiwaraanakmami#02vsNU https://t.co/nYvibZsiVb,0,2019-03-30 23:35:31
ErickAntariksa,2019-03-28,09:22:09,RT @eLfathir_: ECONOMIC OF STUPIDITY | #SandiwaraUno#Sandiwaraanakmami#02vsNU https://t.co/nYvibZsiVb,0,2019-03-30 23:35:31
afqzhrdn,2019-03-28,08:43:57,RT @pelhambluefund: TOOLS TO HELP WITH YOUR OWN TRADING JOURNEY on Bursa Malaysia (it sure helped us) : https://t.co/jKxEzPI7Hx#trade #...,0,2019-03-30 23:35:31
haizad0,2019-03-28,07:44:19,RT @pelhambluefund: TOOLS TO HELP WITH YOUR OWN TRADING JOURNEY on Bursa Malaysia (it sure helped us) : https://t.co/jKxEzPI7Hx#trade #...,0,2019-03-30 23:35:32
wklsew,2019-03-30,20:02:42,....... the stock market knows I'm coming.#KLSe https://t.co/5oZDwADofN,0,2019-03-31 23:08:46
Azamili,2019-03-30,15:18:29,A COUNTER NOT TO BE FORGOTTEN - INTEREST RE-EMERGING !! https://t.co/ea08tNuDdL,0,2019-03-31 23:08:46
OilGasMalaysia,2019-03-30,07:32:09,Delving into These Stocks TORC Oil &amp; Gas Ltd. (TSX:TOG), Carlsberg Brewery Malaysia Berhad (KLSE:CARLSBG): A Look a... https://t.co/ULRnkmLYLc,1,2019-03-31 23:08:46
wklsew,2019-03-29,23:57:46,STAG is a backup for IIPR.  #KLSe-28s https://t.co/BqQ0Y9IFW7,0,2019-03-31 23:08:46
_LH_2_U_,2019-03-29,21:46:57,Still the Sophia robot can think better than it... :-) https://t.co/LWmDtcHGFX,0,2019-03-31 23:08:46
Klse_2_my_soul,2019-03-29,10:36:19,RT @TeamMessiHQ: First 200 #Messi fans to Retweet this will get a followback! {Must be following us} https://t.co/sARDN3MewU,0,2019-03-31 23:08:46
KhaHan47821861,2019-03-29,07:57:41,Get Huge Returns From Our KLSE COUNTERWe Provide These Counter'sKKB, IFCAMSC, Zelan, Huaan,  Plenitude, Hock... https://t.co/oCxst3peb8,1,2019-03-31 23:08:46
nhecoabrio,2019-03-29,02:29:22,Pait ning way klse kay way kwarta ,0,2019-03-31 23:08:46
wklsew,2019-03-28,22:42:43,Time to set that TSL...#KLSe#RiskLimit,0,2019-03-31 23:08:46
research_felix,2019-03-28,07:15:21,#PENERGY MADE A HIGH OF 1.07 NEAR TO 1ST TARGET https://t.co/n1KhMkk4YVhttps://t.co/4kGM1BrE4O... https://t.co/eWoy60TGRN,0,2019-03-31 23:08:46
etonquezon,2019-03-28,05:43:53,Currently the text shared from Research Report:https://t.co/OfhlQdU9ix,0,2019-03-31 23:08:46
sereniTY_0109,2019-03-27,00:55:51,mom really suggested klse and pnb for my internship......... she really thinks im that smart to enter these places sdhshjdhj,0,2019-03-31 23:08:46
Iskandarbak,2019-03-26,10:31:41,KLSE dips below the psychological resistance level of 1,650 yesterday and remains there today.  Any pointers where... https://t.co/LlvFwz4jBg,0,2019-03-31 23:08:46
KiranGu72810213,2019-03-26,07:22:42,KLSE UPDATE  GAGAQRS (CODE : 5226) ROCKSSS 1.24&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;1.29, OUR 1ST TGT ALMOST ACHIEVED, BOOK SUPERB PROFIT.... https://t.co/zpc5PLpHnz,0,2019-03-31 23:08:46
AryanSo45810863,2019-03-26,07:21:50,KLSE UPDATE  GAGAQRS (CODE : 5226) ROCKSSS 1.24&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;1.29, OUR 1ST TGT ALMOST ACHIEVED, BOOK SUPERB PROFIT.,0,2019-03-31 23:08:46
njashmira,2019-03-31,15:08:30,RT @ronsherman_: First of all, sabahan slang and Indonesian slang are not the sameSecond, if you try to imitate sabahan slang, don't put...,0,2019-03-31 23:08:46
mfahmiakmal,2019-03-31,15:08:30,RT @harimaumalaya7: Welcome to Malaysia, Liridon Krasniqi and Lee Tuck.,0,2019-03-31 23:08:46
luvdowoon,2019-03-31,15:08:26,RT @mintho1025: Han: When I said I wanted to be a singer, it seems like my parents are against it and my father said if I don't get into a...,0,2019-03-31 23:08:46
Gana37712683,2019-03-31,15:08:24,@SinarOnline @chedetofficial May The almighty God bless you for good health to live for another generations . Pls... https://t.co/OLHzLjuGVy,0,2019-03-31 23:08:47
mzaablqss,2019-03-31,15:08:22,RT @sunfloweraidil: saya menyeru rakyat malaysia supaya tidak memberi makanan kepada hidupan liar. kenapa?* it changes animal behaviour*...,0,2019-03-31 23:08:47
Astherrrrrrr,2019-03-31,15:08:14,RT @kpoptrashnim: chen april haven't even started yet in malaysia BUT YOURE MAKING ME CRY ALREADY #TimeToMeetCHEN https://t.co/2pjkMtvNcV,0,2019-03-31 23:08:47
ieeea1103,2019-03-31,15:08:10,RT @hyungwonope: MONSTA X IS COMING TO MALAYSIA JUNE 22HYOLYN IS COMING JULY 6BOTH FOR WORLD TOUR BOTH ARE MY ULTIMATES WTF.,0,2019-03-31 23:08:47
safyyahhhh,2019-03-31,15:08:10,RT @paihahahahaha: lgbt malaysia dah berani expose and sumpah aku takut kita kena bencana. so pls muslims use our weapon and save our count...,0,2019-03-31 23:08:47
naisyahnadirah,2019-03-31,15:08:08,my gad hyolyn?? dally?? how would she perform dally in malaysia and the outfit she's going to wear  https://t.co/0ft8O7LUDu,0,2019-03-31 23:08:47
uwuMinghao_o,2019-03-31,15:08:07,RT @straygology: han jisung going on the king of masked singer as the main rapper of Stray Kids, talking about Malaysia and his parents, si...,0,2019-03-31 23:08:47
cornylauren,2019-03-31,15:08:05,RT @cb97racha: jisung studied in a international school on malaysia and the tuition fee screams money, felix too plus he gets invited to cr...,0,2019-03-31 23:08:47
whiterosesakura,2019-03-31,15:08:05,RT @chanknots: "you lived in overseas, right?""yes! i stayed in malaysia for 6 years"han jisung talked about malaysia on king of masked...,0,2019-03-31 23:08:47
khair_izz,2019-03-31,15:07:57,RT @purrcamellia: !![?]GIVEAWAY - MALAYSIA BASED!![?]- 1 Lisa Mini Handbanner- 1 Lisa Photocard- 1 Junhoe / Lisa Photostrip (random)RT &amp; L...,0,2019-03-31 23:08:47
UffeSmash,2019-03-31,15:08:31,@NessCyanide One stock is for cheesers. Lucina makes me suffer already, so forget her. I can manage with Snake.,0,2019-03-31 23:08:47
wbgtadams,2019-03-31,15:08:29,@CNN I dunno, caught up in the moment of the rally? Maybe he bumped into her and thought he hurt her? Maybe he has... https://t.co/rhyK22GQvi,0,2019-03-31 23:08:47
margiecrafts76,2019-03-31,15:08:28,RT @Vintage55: All Brooch Converters Back in Stock at Vintage55!https://t.co/pmlGwenAgC https://t.co/nzTUxP7GWo,0,2019-03-31 23:08:47
Ehamoiy_,2019-03-31,15:08:27,I'm selling Clearance stock second hand for RM5.00. Get it on Shopee now! https://t.co/A0ZdvNaLAO #ShopeeMY https://t.co/y4PrT180Z4,0,2019-03-31 23:08:47
chicthomson,2019-03-31,15:08:27,RT @80_mcswan: SOME OF THE WORDS USED BY BORIS JOHNSON TO DESCRIBE SCOTS in a poem he wrote"The Scotch - what a verminous race!Polluting...,0,2019-03-31 23:08:47
1kolstad,2019-03-31,15:08:26,@NickLee51 Lol yeah! I meant like put an *asterisk* on that one run. My bad [?]Hardly deserved.  Pitched amazin... https://t.co/65xIyIM4A8,0,2019-03-31 23:08:47
gobretail,2019-03-31,15:08:25,Civilization Building Theme Board Games - In stock in the store #GOBRETAIL #CLAWSON #BoardGames #HobbyGamesStore... https://t.co/CjKD1ygq0Y,0,2019-03-31 23:08:47
frank_lindon,2019-03-31,15:08:23,@XXMOTOGPXX @meaglemp It's a sad situation when a man with no face has the bollocks to call a woman names. Really m... https://t.co/fVI8Ed3lhm,0,2019-03-31 23:08:47
whatsonthorold2,2019-03-31,15:08:22,As Tableau Software INC $DATA Stock Price Rose, Matrix Capital Management Company LP Increased Holding  https://t.co/iTJtbihsV9,0,2019-03-31 23:08:48
pelhambluefund,2019-03-31,13:15:37,Excuse the handwriting. Here's our targets for this week. Any questions are welcome.#bursa #saham #finance #labur https://t.co/YOP2tZoUKE,3,2019-03-31 23:08:48
wanlat_32,2019-03-31,08:45:59,RT @volunteersKL: Tips untuk apply/accept kerja. Make sure, jobseeker check company/organization dekat Bursa Saham, SSM, MOHR &amp; Jab.Kastam...,0,2019-03-31 23:08:48
nnurulafifahali,2019-03-31,08:42:48,RT @volunteersKL: Tips untuk apply/accept kerja. Make sure, jobseeker check company/organization dekat Bursa Saham, SSM, MOHR &amp; Jab.Kastam...,0,2019-03-31 23:08:48
atitamohd1,2019-03-30,04:00:21,learning investment without practising just like "I learn for nothing". anyone willing to teach me how to start inv... https://t.co/8iMVSLflUW,2,2019-03-31 23:08:48
MohdHaffiszul,2019-03-29,04:44:54,RT @pelhambluefund: Truly Malaysia : Mahathir's son gets appointed as director and the stock shoots up 130%. #bursa #finance #saham,0,2019-03-31 23:08:48
pelhambluefund,2019-03-29,04:40:03,RT @pelhambluefund: And so we made RM2,600 in 21 MINUTES (11.7% profits) from this bus company.  Look out for our next blog post explain...,0,2019-03-31 23:08:48
Faris111,2019-03-29,03:43:34,RT @pelhambluefund: Truly Malaysia : Mahathir's son gets appointed as director and the stock shoots up 130%. #bursa #finance #saham,0,2019-03-31 23:08:48
takdekete,2019-03-29,03:06:04,@NS_IeM @zarcon_360 @syahredzan I think u dont know what u talking about, can u even name one of the asset? Most Of... https://t.co/okH3IRkYnf,1,2019-03-31 23:08:48
pelhambluefund,2019-03-29,02:47:04,The 'TradeOfTheWeek' feature on our blog may be a bit of a misnomer. We have two recent trades to feature  througho... https://t.co/WQywnJUaeD,0,2019-03-31 23:08:48
pelhambluefund,2019-03-29,02:32:33,And so we made RM2,600 in 21 MINUTES (11.7% profits) from this bus company.  Look out for our next blog post exp... https://t.co/M4uXYn6wdn,4,2019-03-31 23:08:48
akiieh,2019-03-29,02:05:36,RT @pelhambluefund: A thread:A beginner's guide to trading stocks. We will start with the most basic of questions and also reply directly...,0,2019-03-31 23:08:48
faizvalensi,2019-03-29,02:05:32,RT @pelhambluefund: Truly Malaysia : Mahathir's son gets appointed as director and the stock shoots up 130%. #bursa #finance #saham,0,2019-03-31 23:08:48
pelhambluefund,2019-03-29,01:23:52,Truly Malaysia : Mahathir's son gets appointed as director and the stock shoots up 130%. #bursa #finance #saham,7,2019-03-31 23:08:48
pelhambluefund,2019-03-28,11:08:22,RT @pelhambluefund: TOOLS TO HELP WITH YOUR OWN TRADING JOURNEY on Bursa Malaysia (it sure helped us) : https://t.co/jKxEzPI7Hx#trade #...,0,2019-03-31 23:08:48
afqzhrdn,2019-03-28,08:43:57,RT @pelhambluefund: TOOLS TO HELP WITH YOUR OWN TRADING JOURNEY on Bursa Malaysia (it sure helped us) : https://t.co/jKxEzPI7Hx#trade #...,0,2019-03-31 23:08:48
Klse_2_my_soul,2019-04-01,12:19:16,@slytherflash Delete it...,0,2019-04-01 20:48:55
MdshamMohd,2019-04-01,09:14:46,RT @Iskandarbak: KLSE starts the 2Q with a damper close to a 52 weeks low. Compared to a 52wks high of 1,896, KLSE is now down by 14%. htt...,0,2019-04-01 20:48:55
Iskandarbak,2019-04-01,08:52:34,KLSE starts the 2Q with a damper close to a 52 weeks low. Compared to a 52wks high of 1,896, KLSE is now down by 1... https://t.co/IvfHHLHucE,0,2019-04-01 20:48:55
mmfsolutionsmy,2019-04-01,05:28:20,5 Investment Ideas For Bearish KLSE Market https://t.co/nL3Fs8PwgY#klsetraders #stocktips #bursamalaysia... https://t.co/0FqgOxPj2v,0,2019-04-01 20:48:55
KhaHan47821861,2019-04-01,05:28:11,#KLSE-IFCAMSC(0023)0.44&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;0.46,OUR 1ST TP DONE#KLSE-WIDAD(0162)0.315&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;0.33,OUR 1ST TP DONE#SGX-H... https://t.co/IqskpxeQLS,1,2019-04-01 20:48:55
JiaHuise,2019-04-01,05:16:25,#KLSE - IFCAMSC (0023) 0.44&gt;&gt;&gt;&gt;0.46, OUR 1st Tp Achieved#KLSE - WIDAD (0162) 0.315&gt;&gt;&gt;&gt;0.33, OUR 1st Tp Achieved... https://t.co/4CnRQzS4nt,0,2019-04-01 20:48:55
nomdeplumeDFS,2019-04-01,01:44:28,@staronline Hey @staronline ... do you know who the Finance Minister and the Economic Minister are ?But your repo... https://t.co/eegqIWq2Ew,0,2019-04-01 20:48:55
wklsew,2019-03-30,20:02:42,....... the stock market knows I'm coming.#KLSe https://t.co/5oZDwADofN,0,2019-04-01 20:48:55
Azamili,2019-03-30,15:18:29,A COUNTER NOT TO BE FORGOTTEN - INTEREST RE-EMERGING !! https://t.co/ea08tNuDdL,0,2019-04-01 20:48:55
OilGasMalaysia,2019-03-30,07:32:09,Delving into These Stocks TORC Oil &amp; Gas Ltd. (TSX:TOG), Carlsberg Brewery Malaysia Berhad (KLSE:CARLSBG): A Look a... https://t.co/ULRnkmLYLc,1,2019-04-01 20:48:55
wklsew,2019-03-29,23:57:46,STAG is a backup for IIPR.  #KLSe-28s https://t.co/BqQ0Y9IFW7,0,2019-04-01 20:48:55
_LH_2_U_,2019-03-29,21:46:57,Still the Sophia robot can think better than it... :-) https://t.co/LWmDtcHGFX,0,2019-04-01 20:48:55
Klse_2_my_soul,2019-03-29,10:36:19,RT @TeamMessiHQ: First 200 #Messi fans to Retweet this will get a followback! {Must be following us} https://t.co/sARDN3MewU,0,2019-04-01 20:48:55
KhaHan47821861,2019-03-29,07:57:41,Get Huge Returns From Our KLSE COUNTERWe Provide These Counter'sKKB, IFCAMSC, Zelan, Huaan,  Plenitude, Hock... https://t.co/oCxst3peb8,1,2019-04-01 20:48:56
nhecoabrio,2019-03-29,02:29:22,Pait ning way klse kay way kwarta ,0,2019-04-01 20:48:56
MpumziMazwi,2019-04-01,12:48:40,RT @Bongs_Donga: He has already represented South Africa in the World Golf Championship that took place in Malaysia in Dec 2018 and is curr...,0,2019-04-01 20:48:56
snowyukiyap,2019-04-01,12:48:31,@TeoNieChing Approving UEC IS NOT RESPECTING Malaysia education system. At the same time, it is unfair to Non-Chine... https://t.co/W8vo6x7Rop,0,2019-04-01 20:48:56
NavinBajaj,2019-04-01,12:48:26,Jupiter joins Saturn and Ketu in Sagittarius, and this is what this unusual combination results in. A beautiful wat... https://t.co/vQIBqa0bRE,0,2019-04-01 20:48:56
Lariosfergar,2019-04-01,12:48:25,RT @StormchaserUKEU: WOW!!!! Super time lapse of the huge #waterspout off Penang, Malaysia this morning 1st of April! Video via mjamil_tz #...,0,2019-04-01 20:48:56
Lysshasmadi,2019-04-01,12:48:23,RT @master_kukubesi: THIS 29JUNE #GFRIEND @GFRDOFFICIAL WILL COME TO MALAYSIA DOING ASIA TOUR CONCERT..AND ITS AFTER MUSLIM PPL CELEBRATING...,0,2019-04-01 20:48:56
3_Shaudd,2019-04-01,12:48:15,RT @iis4life10: Dr Sebi was on flight 307, the flight that mysteriously disappeared in Malaysia.,0,2019-04-01 20:48:56
Morkalpforlisa,2019-04-01,12:48:10,RT @Lisafans27: Lisa teaser video on youtube trending in UK,Thailand,Spain,Philipina,Turkey,Rusia,Indonesia,Japan,Singapore,Malaysia and un...,0,2019-04-01 20:48:56
yimmnare,2019-04-01,12:48:07,RT @svtchartdata: Top Countries Mentioning @pledis_17 [?] 24 hour period1. Thailand 2. Indonesia 3. South Korea 4. Philippines ...,0,2019-04-01 20:48:56
KlaytM,2019-04-01,12:48:41,RT @RipplePandaXRP: Latest News!!!Switzerland's largest stock exchange SIX has branded Ripple XRP ETP as "Amun Ripple XRP (AXRP)", &amp; wi...,0,2019-04-01 20:48:56
RLFootwear,2019-04-01,12:48:36,READY STOCK * Denim Oxford | IDR 165.000 size: 36-40 order &amp; info: Whatsapp 085720037712 https://t.co/FqZS38XNAn,0,2019-04-01 20:48:56
NinanReuben,2019-04-01,12:48:36,RT @DraftExpress: Sneak preview of my own R.J. Barrett hot take. Give me all the stock you're selling. Full report (along with 25 other guy...,0,2019-04-01 20:48:56
ibelieveindop,2019-04-01,12:48:34,RT @zerohedge: Is The Stock Market As Confused As You Are About A Recession? https://t.co/ZCYVT7AfvP,0,2019-04-01 20:48:57
krys51,2019-04-01,12:48:31,RT @UK_Optimist: PS55m a day.But not enough for medicines, nurses, doctors, dentists, teachers, police, prison places, potholes, bypasses,...,0,2019-04-01 20:48:57
danimadu,2019-04-01,12:48:23,@SteveBakerHW The fact you still insist on this lie that the PS39bn is a "price to get trade talks" is just another... https://t.co/XsQMTVgX4G,0,2019-04-01 20:48:57
siala_lanoitcif,2019-04-01,12:48:23,RT @VermintideGame: You asked for it, and here it is - Bardin's Songbook. Get yours now before they run out of stock: https://t.co/VCbLgQbo...,0,2019-04-01 20:48:57
MunmunSahani,2019-04-01,12:48:20,RT @chilledharry211: Bengalureans! This is your candidate freshly Nominated. Sporting stock of weapons hidden in his South Canara Farm ho...,0,2019-04-01 20:48:57
DressUdc,2019-04-01,12:48:19,"BEST OF THE YEAR SALE""Best time to complete your wardrobe for the season with up to 50% off on Shalwar kameez... https://t.co/nebd7B9EZc,0,2019-04-01 20:48:57
marjunealea,2019-04-01,12:48:15,oh i'm such a laughing stock gosh,0,2019-04-01 20:48:57
eriskimbros,2019-04-01,12:48:15,RT @exohoelic: and Nation's Vocalist aka Jongdae did it * Jongdae trending on k-music sites* album is out of stock * Certified Doub...,0,2019-04-01 20:48:57
pelhambluefund,2019-04-01,09:06:05,Another clue : great looking stock, and some tradeable warrants. It's also at an all time high. We have a position.... https://t.co/NAXnUltuKn,1,2019-04-01 20:48:57
pelhambluefund,2019-04-01,08:07:26,Amazing projections. Guess the company?Clue : 1) expected ROE next 3 yrs (30% on average2) projected dividend yi... https://t.co/GElGUsd3ty,1,2019-04-01 20:48:57
pelhambluefund,2019-04-01,07:49:11,RT @pelhambluefund: NEW BLOG POST! - 1/4GETS GLOBAL BHD - Joke Rally?April Fool? How we made RM2,600 within 20 minutes - ensuring that we...,0,2019-04-01 20:48:57
pelhambluefund,2019-04-01,05:17:57,NEW BLOG POST! - 1/4GETS GLOBAL BHD - Joke Rally?April Fool? How we made RM2,600 within 20 minutes - ensuring tha... https://t.co/GhaW8DnAHX,3,2019-04-01 20:48:57
pelhambluefund,2019-04-01,04:47:53,We recommend FRONTKN - a far more promising play than these damn buses. #bursa #trade #saham,0,2019-04-01 20:48:57
pelhambluefund,2019-03-31,13:15:37,Excuse the handwriting. Here's our targets for this week. Any questions are welcome.#bursa #saham #finance #labur https://t.co/YOP2tZoUKE,5,2019-04-01 20:48:57
wanlat_32,2019-03-31,08:45:59,RT @volunteersKL: Tips untuk apply/accept kerja. Make sure, jobseeker check company/organization dekat Bursa Saham, SSM, MOHR &amp; Jab.Kastam...,0,2019-04-01 20:48:57
nnurulafifahali,2019-03-31,08:42:48,RT @volunteersKL: Tips untuk apply/accept kerja. Make sure, jobseeker check company/organization dekat Bursa Saham, SSM, MOHR &amp; Jab.Kastam...,0,2019-04-01 20:48:57
atitamohd1,2019-03-30,04:00:21,learning investment without practising just like "I learn for nothing". anyone willing to teach me how to start inv... https://t.co/8iMVSLflUW,3,2019-04-01 20:48:57
MohdHaffiszul,2019-03-29,04:44:54,RT @pelhambluefund: Truly Malaysia : Mahathir's son gets appointed as director and the stock shoots up 130%. #bursa #finance #saham,0,2019-04-01 20:48:58
pelhambluefund,2019-03-29,04:40:03,RT @pelhambluefund: And so we made RM2,600 in 21 MINUTES (11.7% profits) from this bus company.  Look out for our next blog post explain...,0,2019-04-01 20:48:58
Faris111,2019-03-29,03:43:34,RT @pelhambluefund: Truly Malaysia : Mahathir's son gets appointed as director and the stock shoots up 130%. #bursa #finance #saham,0,2019-04-01 20:48:58
takdekete,2019-03-29,03:06:04,@NS_IeM @zarcon_360 @syahredzan I think u dont know what u talking about, can u even name one of the asset? Most Of... https://t.co/okH3IRkYnf,1,2019-04-01 20:48:58
pelhambluefund,2019-03-29,02:47:04,The 'TradeOfTheWeek' feature on our blog may be a bit of a misnomer. We have two recent trades to feature  througho... https://t.co/WQywnJUaeD,0,2019-04-01 20:48:58
pelhambluefund,2019-03-29,02:32:33,And so we made RM2,600 in 21 MINUTES (11.7% profits) from this bus company.  Look out for our next blog post exp... https://t.co/M4uXYn6wdn,4,2019-04-01 20:48:58
KiranGu72810213,2019-04-02,04:40:48,#KLSE UPDATE : DESTINI #(CODE : 7212) ROCKSSS 0.305&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;0.320 OUR 1ST TGT ACHIEVED, BOOK SUPERB PROFITPing on... https://t.co/Is5jJ3CTZ7,1,2019-04-02 20:00:24
ChentaAdie,2019-04-01,23:59:48,RT @Iskandarbak: KLSE starts the 2Q with a damper close to a 52 weeks low. Compared to a 52wks high of 1,896, KLSE is now down by 14%. htt...,0,2019-04-02 20:00:25
SGXcafe,2019-04-01,20:43:11,Trending #KLSE News - Yinson white knight for Singapore's Ezion, to take up its US$916m debts: KUALA ... - https://t.co/8k2N0stplD,0,2019-04-02 20:00:25
Klse_2_my_soul,2019-04-01,12:19:16,@slytherflash Delete it...,0,2019-04-02 20:00:25
MdshamMohd,2019-04-01,09:14:46,RT @Iskandarbak: KLSE starts the 2Q with a damper close to a 52 weeks low. Compared to a 52wks high of 1,896, KLSE is now down by 14%. htt...,0,2019-04-02 20:00:26
Iskandarbak,2019-04-01,08:52:34,KLSE starts the 2Q with a damper close to a 52 weeks low. Compared to a 52wks high of 1,896, KLSE is now down by 1... https://t.co/IvfHHLHucE,0,2019-04-02 20:00:26
CryptoTraderPro,2019-04-01,06:01:03,M via - https://t.co/4sRUrToww3 Relative Strength to KLSE https://t.co/4VE4MplLCC https://t.co/jMGKmjcJGw,0,2019-04-02 20:00:26
mmfsolutionsmy,2019-04-01,05:28:20,5 Investment Ideas For Bearish KLSE Market https://t.co/nL3Fs8PwgY#klsetraders #stocktips #bursamalaysia... https://t.co/0FqgOxPj2v,0,2019-04-02 20:00:26
KhaHan47821861,2019-04-01,05:28:11,#KLSE-IFCAMSC(0023)0.44&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;0.46,OUR 1ST TP DONE#KLSE-WIDAD(0162)0.315&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;0.33,OUR 1ST TP DONE#SGX-H... https://t.co/IqskpxeQLS,1,2019-04-02 20:00:26
JiaHuise,2019-04-01,05:16:25,#KLSE - IFCAMSC (0023) 0.44&gt;&gt;&gt;&gt;0.46, OUR 1st Tp Achieved#KLSE - WIDAD (0162) 0.315&gt;&gt;&gt;&gt;0.33, OUR 1st Tp Achieved... https://t.co/4CnRQzS4nt,0,2019-04-02 20:00:26
nomdeplumeDFS,2019-04-01,01:44:28,@staronline Hey @staronline ... do you know who the Finance Minister and the Economic Minister are ?But your repo... https://t.co/eegqIWq2Ew,0,2019-04-02 20:00:26
wklsew,2019-03-30,20:02:42,....... the stock market knows I'm coming.#KLSe https://t.co/5oZDwADofN,0,2019-04-02 20:00:27
Azamili,2019-03-30,15:18:29,A COUNTER NOT TO BE FORGOTTEN - INTEREST RE-EMERGING !! https://t.co/ea08tNuDdL,0,2019-04-02 20:00:27
OilGasMalaysia,2019-03-30,07:32:09,Delving into These Stocks TORC Oil &amp; Gas Ltd. (TSX:TOG), Carlsberg Brewery Malaysia Berhad (KLSE:CARLSBG): A Look a... https://t.co/ULRnkmLYLc,1,2019-04-02 20:00:27
_LH_2_U_,2019-03-29,21:46:57,Still the Sophia robot can think better than it... :-) https://t.co/LWmDtcHGFX,0,2019-04-02 20:00:27
wgoijb,2019-04-02,12:00:09,With Ramadan fast approaching, we know you will be spoilt for choice! TROVE Johor Bahru's "Juadah Masyarakat Malays... https://t.co/DZUNTSfdzR,0,2019-04-02 20:00:27
EduAdvisorMy,2019-04-02,12:00:08,Concerned about your future career? Check out this year's top jobs in-demand.  https://t.co/oDzxZik2Jz,0,2019-04-02 20:00:27
neil_play,2019-04-02,12:00:05,RT @LEGOfoundation: Parent Perception Play-off Quiz A to Q1: How many of the 54 countries surveyed chose TOLERANCE/RESPECT more often than...,0,2019-04-02 20:00:28
nagyungssi,2019-04-02,12:00:03,RT BTSMalaysia: Malaysian ARMYs! KTO_Malaysia is giving away free tickets to Gwangju SBS Inkigayo on 28th April 201... https://t.co/i9kyqLroN6,0,2019-04-02 20:00:28
techenttv,2019-04-02,12:00:02,New Post: Huawei P30 Series Lands In Malaysia https://t.co/4ug74XaSpF https://t.co/gu6OY4NLQY,0,2019-04-02 20:00:28
sabahbot,2019-04-02,12:00:02,RT @SabahSarawakVoF: MA63 review will ensure Sarawak, Sabah on par with Peninsular Malaysia in terms of development | Borneo Post Online ht...,0,2019-04-02 20:00:28
Yahoo_MY,2019-04-02,12:00:00,Detailed and public, Kim Jong Nam murder may never be solved.https://t.co/gJL0nztTdJ https://t.co/u9qttpDuV9,0,2019-04-02 20:00:28
nisreenlalala,2019-04-02,11:59:58,RT @BNM_official: Are Malaysian workers paid fairly? What should Malaysia do to improve on the situation? View infographic for more info.(P...,0,2019-04-02 20:00:28
maestroamir,2019-04-02,11:59:56,RT @BNM_official: Are Malaysian workers paid fairly? What should Malaysia do to improve on the situation? View infographic for more info.(P...,0,2019-04-02 20:00:28
FahadAkhtar2281,2019-04-02,11:59:55,RT @UberFacts: On August 9th, 1965 Singapore was ejected from Malaysia.To date, they remain the only country to gain their independence u...,0,2019-04-02 20:00:28
hell0wsnshine_,2019-04-02,11:59:55,Malaysia, all I can say is, Get ready. https://t.co/pvMeRFp5SJ,0,2019-04-02 20:00:28
thatjsboy,2019-04-02,11:59:55,RT @thenamesilove: Someone's comment"Let's meet again this 27(?) April"And Jeno was, Eh?????And then the manager told him about he's c...,0,2019-04-02 20:00:28
TCS_Jile,2019-04-02,11:59:54,Happy to meet to you all at Microsoft Innovation Summit, Kuala Lumpur and share valuable thoughts &amp; ideas about... https://t.co/5bHPseYKsc,0,2019-04-02 20:00:28
MeglioVivere,2019-04-02,11:59:53,One of my first impressions of #Malaysia concerns the food culture / cuisine.Food here is good. REALLY good. But... https://t.co/JnEPIzjARY,0,2019-04-02 20:00:29
