comp_code,comp_name,open,low,high,lastDone,vol,buyval,sellVal,chg,upcnt,downcnt,unchgcnt
CARING,CARING PHARMACY GROUP BERHAD,1.943389830508,1.937627118644,1.956610169492,1.953389830508,192.237288135593,55.525423728814,99.813559322034,0.002203389831,27,10,22
CARLSBG,CARLSBERG BREWERY MALAYSIA BHD,25.670508474576,25.356610169492,25.909491525424,25.661355932203,3099.10169491525,43.406779661017,255.101694915254,0.083389830508,24,33,2
CBIP,CB INDUSTRIAL PRODUCT HOLDING,1.081186440678,1.065593220339,1.093559322034,1.076440677966,2122.35593220339,285.220338983051,275.440677966102,0.00593220339,12,28,19
CBIP-WA,CB INDUSTRIAL PRODUCT HOLDING BERHAD-WA 14/19,0.007966101695,0.007542372881,0.00906779661,0.013220338983,1511.40677966102,8293.37288135593,4261.33898305085,0.001016949153,7,3,27
CCB,CYCLE & CARRIAGE BINTANG BHD,1.397457627119,1.385423728814,1.419491525424,1.537796610169,292.016949152542,78.186440677966,148.779661016949,0.004915254237,31,11,12
CCK,CCK CONSOLIDATED HOLDINGS BHD,0.619406779661,0.607542372881,0.630677966102,0.618559322034,36823.4406779661,2678.71186440678,1177.35593220339,0.005084745763,17,28,14
CCK-WA,CCK CONSOLIDATED HOLDINGS BERHAD - WARRANTS 2018/2023,0.124661016949,0.120169491525,0.128389830508,0.124661016949,20432.5254237288,7206.66101694915,6675.93220338983,0.002118644068,17,19,23
CCM,CHEMICAL COMPANY OF MALAYSIA,1.962881355932,1.946101694915,1.983389830508,1.99813559322,3441.62711864407,264.71186440678,353.830508474576,0.013389830508,25,22,11
CENSOF,CENSOF HOLDINGS BERHAD,0.144491525424,0.142542372881,0.147372881356,0.148305084746,3044.45762711864,1465.25423728814,1405.15254237288,0.001271186441,21,10,27
CENSOF-WB,CENSOF HOLDINGS BERHAD - WARRANTS B 14/19,0.002711864407,0.002457627119,0.00313559322,0.005762711864,3778.13559322034,4808.38983050847,11170.6440677966,0.000423728814,4,2,22
CEPAT,CEPATWAWASAN GROUP BHD,0.588050847458,0.582881355932,0.592118644068,0.597796610169,850.169491525424,172.915254237288,229.050847457627,0.002796610169,15,20,23
CEPCO,CONCRETE ENGINEERING PRODUCTS,0.06186440678,0.06186440678,0.06186440678,0.695423728814,1.254237288136,52.271186440678,19.322033898305,0.004152542373,0,0,5
CFM,COMPUTER FORMS (M) BHD,0.247966101695,0.247796610169,0.248474576271,1.222881355932,6.203389830508,41.966101694915,10.220338983051,0.005084745763,1,0,11
CHEETAH,CHEETAH HOLDINGS BHD,0.08,0.08,0.080847457627,0.318050847458,13.627118644068,95.949152542373,59.491525423729,0.004322033898,2,0,13
CHGP,CHIN HIN GROUP PROPERTY BERHAD,0.235254237288,0.233728813559,0.237881355932,0.348644067797,577.745762711864,282.067796610169,282.338983050847,0.001440677966,14,6,20
CHGP-WA,CHIN HIN GROUP PROPERTY BERHAD - WARRANTS 2013/2023,0.065423728814,0.064406779661,0.068559322034,0.174406779661,433.033898305085,572.423728813559,572.389830508475,0.000169491525,13,4,7
CHHB,COUNTRY HEIGHTS HOLDINGS BHD,1.457966101695,1.444915254237,1.474576271186,1.514745762712,1006.96610169491,205.779661016949,170.576271186441,0.004406779661,23,14,20
